idx,나이,클릭 장소 목록,클릭 포스트 목록,클릭 영상 목록,상품목록1(결제화면),상품목록2(결제),상품목록3(장바구니),좋아요(상품),좋아요(스팟),북마크(상품),북마크(스팟),결제상품 목록,관심 아이템,관심 아웃도어
15007,54,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15008,51,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15009,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15010,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15011,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15012,43,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15013,29,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15014,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15015,44,,,,,,,,,,,,,
15016,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15019,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15020,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15021,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15022,28,,,,,,,,,,,,,
15023,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15024,28,,,,,,,,,,,,,
15025,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15026,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15027,43,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15028,39,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15029,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15030,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15031,32,,,,,,,,,,,,"[1,0,0]","[0,0,0,0,1,0,0,0,0,0]"
15032,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
15033,33,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15034,33,,,,,,,,,,,,,
15035,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15036,39,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15037,36,,,,,,,,,,,,,
15038,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15039,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15040,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15041,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15042,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15043,48,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15044,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15046,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15047,41,,,,,,,,,,,,,
15048,38,,,,,,,,,,,,,
15049,48,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15050,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15051,53,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15052,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15053,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15054,56,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15055,29,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
15056,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15057,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15058,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15059,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15060,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15061,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15062,31,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15063,45,,,,,,,,,,,,,
15064,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15065,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15066,51,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15067,26,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15068,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15069,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15070,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15071,41,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15072,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15073,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15074,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15075,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15076,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15077,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15078,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15079,42,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
15080,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15081,27,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15082,38,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
15083,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15084,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15085,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15087,23,,,,,,,,,,,,,
15088,34,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15089,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15090,31,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15091,,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15092,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15093,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15094,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15095,39,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15096,32,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15097,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15098,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15099,54,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15100,55,,,,,,,,,,,,,
15101,44,,,,,,,,,,,,,
15102,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15103,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15104,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15105,36,,,,,,,,,,,,,
15106,27,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15107,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15108,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15109,42,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15110,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15111,41,,,,,,,,,,,,,
15112,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15113,26,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15114,36,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15115,40,,,,,,,,,,,,,
15116,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15117,38,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15118,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15119,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15120,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15121,29,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15122,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15123,53,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15124,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15125,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15126,57,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15127,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15128,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15129,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15130,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15131,52,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15132,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15133,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15134,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15135,38,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15136,37,,,,,,,,,,,,,
15137,41,,,,,,,,,,,,,
15138,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15139,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15140,41,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
15141,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15142,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15143,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15144,47,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15145,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15146,38,,,,,,,,,,,,,
15147,43,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15148,32,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15149,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15150,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15151,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15152,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15153,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15154,30,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15155,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15156,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15157,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15158,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15159,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15160,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15161,,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15162,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15163,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15164,44,,,,,,,,,,,,,"[0,0,0,1,0,0,0,0,0,0]"
15165,28,,,,,,,,,,,,,
15166,29,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15167,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15168,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15169,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15170,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15171,42,,,,,,,,,,,,,
15172,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15173,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15174,32,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15175,29,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15176,43,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15177,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15178,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15179,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15180,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15181,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15182,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15183,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15184,41,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
15185,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15186,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15187,37,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15188,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15189,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15190,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15191,26,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15192,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15193,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15194,38,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15195,41,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15196,52,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15197,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15198,39,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
15199,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15200,27,,,,,,,,,,,,,
15201,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15202,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15203,71,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15204,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15205,50,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15206,55,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15207,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15208,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15209,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15210,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15211,32,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
15212,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15213,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15214,39,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15215,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15216,52,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15217,56,,,,,,,,,,,,,
15219,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15220,32,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
15221,29,,,,,,,,,,,,,"[0,0,0,1,0,0,0,0,0,0]"
15222,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15223,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15224,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15225,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15226,53,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15227,51,,,,,,,,,,,,,
15228,38,,,,,,,,,,,,,
15230,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15231,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15232,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15233,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15234,23,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15235,46,,,,,,,,,,,,,
15236,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15237,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15238,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15239,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15240,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15241,39,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15242,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15243,21,,,,,,,,,,,,,
15244,29,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15245,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15246,40,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15247,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15248,39,,,,,,,,,,,,,
15249,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15250,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15251,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15252,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15253,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15254,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15255,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15256,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15257,42,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15258,24,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15259,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15260,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15261,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15262,52,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15263,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15264,33,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15265,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15266,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15267,38,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15268,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15269,29,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
15270,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15271,46,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15272,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15273,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15274,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15275,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15276,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15277,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15278,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15279,36,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
15280,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15281,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15282,49,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15283,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15284,34,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15285,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15286,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15287,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15288,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15289,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15290,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15291,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15292,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15293,34,,,,,,,,,,,,,
15294,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15295,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15296,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15297,32,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15298,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15299,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15300,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15301,30,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15302,55,,,,,,,,,,,,,
15303,34,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15305,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15306,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15307,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15308,29,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
15309,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15310,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15311,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15312,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15313,24,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15314,339,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
15315,38,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15316,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15317,49,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15318,38,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15319,37,,,,,,,,,,,,,
15320,50,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15321,30,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15322,51,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15323,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15324,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15325,31,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15326,23,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15327,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
15328,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15329,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15330,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15331,26,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15332,36,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15333,40,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15334,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15335,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15336,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15337,36,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15338,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15339,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15340,32,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
15341,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15342,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15343,40,,,,,,,,,,,,,
15344,40,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
15345,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15346,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15347,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15348,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15349,54,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15350,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15351,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15352,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15353,34,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15354,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15355,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15356,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15357,31,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
15358,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15359,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
15360,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15361,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
15362,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15363,50,,,,,,,,,,,,,"[0,0,1,0,0,0,0,0,0,0]"
15364,27,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15365,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15366,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
15367,42,,,,,,,,,,,,,
15368,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
